0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
0.0,2233.0,8644.0,3777.0,19579.0,4527.0,3294.0,22530.0,7091.0,14897.0,0.0,5254.0,4522.0,4079.0,1911.0,14923.0,1146.0,909.0,1083.0,455.0,2373.0,450.0,2482.0,655.0,2429.0,1118.0,534.0,485.0,190.0,823.0,475.0,260.0,1619.0,2106.0,18.0,12.0,13.0,32.0,41.0,47.0,30.0,81.0,139.0,83.0,146.0,233.0,547.0,627.0,285.0,419.0,451.0,5034.0,760.0,842.0,0.0,882.0,1013.0,570.0,475.0,405.0,259.0,331.0,265.0,451.0,90.0,257.0,162.0,255.0,405.0,631.0,786.0,719.0,294.0,959.0,244.0,1598.0,1317.0,1116.0,838.0,351.0,130.0
2062.0,0.0,1607.0,2196.0,17880.0,4518.0,2367.0,7863.0,4649.0,8312.0,0.0,3655.0,2850.0,2169.0,1153.0,7159.0,919.0,230.0,639.0,243.0,782.0,164.0,642.0,294.0,634.0,473.0,168.0,215.0,127.0,310.0,293.0,118.0,201.0,735.0,11.0,6.0,9.0,11.0,22.0,33.0,7.0,25.0,135.0,129.0,341.0,323.0,795.0,686.0,337.0,500.0,506.0,3642.0,611.0,938.0,0.0,1212.0,1222.0,628.0,651.0,453.0,432.0,293.0,274.0,205.0,72.0,149.0,125.0,191.0,266.0,605.0,654.0,547.0,305.0,1153.0,171.0,1878.0,1355.0,1548.0,1182.0,371.0,167.0
7506.0,1605.0,0.0,2740.0,22227.0,9169.0,5151.0,19196.0,8349.0,17739.0,0.0,9635.0,10594.0,8064.0,4947.0,20841.0,4750.0,948.0,3469.0,1229.0,3724.0,1027.0,2865.0,1665.0,3216.0,2263.0,1483.0,1387.0,565.0,1423.0,1073.0,812.0,1342.0,3623.0,109.0,125.0,36.0,80.0,128.0,123.0,94.0,324.0,822.0,620.0,984.0,1350.0,2521.0,1739.0,1023.0,1594.0,1084.0,9530.0,1698.0,3691.0,0.0,4635.0,5324.0,3972.0,2617.0,2272.0,1657.0,2150.0,1487.0,1285.0,571.0,796.0,665.0,660.0,670.0,1387.0,901.0,1122.0,708.0,1875.0,368.0,3652.0,3961.0,2930.0,3606.0,1213.0,607.0
3933.0,2773.0,3148.0,0.0,10944.0,8477.0,3632.0,15943.0,8895.0,15012.0,0.0,8967.0,8338.0,5311.0,3082.0,14825.0,2454.0,600.0,1791.0,664.0,2024.0,474.0,1824.0,846.0,1851.0,1380.0,797.0,816.0,301.0,721.0,419.0,293.0,611.0,2151.0,77.0,63.0,65.0,101.0,92.0,100.0,53.0,246.0,435.0,277.0,768.0,877.0,2406.0,1716.0,941.0,1492.0,1275.0,9048.0,2004.0,2824.0,0.0,3683.0,4151.0,2300.0,1652.0,1563.0,1131.0,962.0,932.0,687.0,287.0,396.0,425.0,762.0,829.0,1566.0,1281.0,1155.0,604.0,1710.0,543.0,4287.0,4128.0,3628.0,2765.0,963.0,551.0
18197.0,16497.0,22315.0,11363.0,0.0,16572.0,7409.0,28855.0,17019.0,30348.0,0.0,19024.0,19873.0,15089.0,9890.0,36044.0,8782.0,1731.0,5512.0,2373.0,6686.0,1954.0,5910.0,2841.0,5285.0,3890.0,2541.0,2762.0,1140.0,2255.0,1717.0,1277.0,2512.0,7332.0,420.0,533.0,279.0,657.0,486.0,594.0,303.0,1117.0,1686.0,1754.0,981.0,1631.0,5179.0,2455.0,2133.0,3362.0,2338.0,15992.0,3668.0,7669.0,0.0,8336.0,9355.0,9249.0,6589.0,4519.0,2734.0,3490.0,3291.0,2990.0,1232.0,1512.0,1274.0,5213.0,4786.0,5408.0,5122.0,3102.0,2269.0,3793.0,1141.0,3715.0,4582.0,5003.0,6092.0,2024.0,1971.0
4485.0,4246.0,9390.0,8256.0,17332.0,0.0,2926.0,15649.0,14819.0,16103.0,0.0,11410.0,11235.0,7458.0,5069.0,12766.0,7111.0,1228.0,2940.0,1234.0,3640.0,667.0,2909.0,969.0,1944.0,1315.0,1063.0,857.0,511.0,887.0,627.0,501.0,894.0,3043.0,431.0,491.0,513.0,1080.0,736.0,1148.0,422.0,1165.0,2223.0,2342.0,1461.0,2036.0,5164.0,3147.0,1773.0,2635.0,1616.0,10202.0,2436.0,4193.0,0.0,3733.0,4324.0,3237.0,2659.0,2092.0,1169.0,1873.0,1347.0,1118.0,464.0,896.0,722.0,2733.0,2464.0,4601.0,5214.0,4343.0,4020.0,8990.0,2168.0,3271.0,6047.0,6327.0,7974.0,2326.0,2301.0
3395.0,2309.0,5615.0,3833.0,8132.0,3165.0,0.0,10530.0,7710.0,15491.0,0.0,7404.0,5265.0,4211.0,2243.0,9434.0,2200.0,696.0,2032.0,1046.0,3663.0,759.0,2025.0,937.0,1966.0,1534.0,1022.0,789.0,637.0,1594.0,1292.0,416.0,806.0,2963.0,180.0,110.0,146.0,336.0,312.0,294.0,198.0,559.0,722.0,672.0,519.0,539.0,1003.0,508.0,206.0,749.0,768.0,6210.0,1268.0,2080.0,0.0,1853.0,2454.0,1509.0,1233.0,998.0,887.0,1063.0,932.0,868.0,385.0,643.0,547.0,1018.0,1105.0,1592.0,1213.0,496.0,425.0,995.0,276.0,1523.0,1753.0,1835.0,1387.0,435.0,272.0
19583.0,7130.0,19339.0,15416.0,29577.0,15233.0,9822.0,0.0,10882.0,24057.0,0.0,13582.0,9760.0,6556.0,7519.0,58139.0,7559.0,2039.0,5783.0,3435.0,11093.0,2283.0,7523.0,4701.0,9885.0,7005.0,3861.0,3651.0,1609.0,5797.0,3862.0,2724.0,3734.0,15686.0,1601.0,777.0,1203.0,1838.0,1726.0,2108.0,1193.0,2046.0,2784.0,2379.0,1777.0,1660.0,2602.0,1380.0,655.0,969.0,1165.0,11954.0,1944.0,3447.0,0.0,4063.0,5409.0,5187.0,4781.0,3859.0,3110.0,3753.0,3174.0,3369.0,1162.0,2706.0,2574.0,4750.0,4640.0,7151.0,5202.0,2148.0,1541.0,3299.0,1409.0,3082.0,2739.0,2555.0,2905.0,1083.0,710.0
6881.0,4567.0,8565.0,9021.0,16956.0,14406.0,7063.0,10894.0,0.0,20090.0,0.0,13722.0,13732.0,10178.0,12612.0,42062.0,9394.0,2034.0,5326.0,2928.0,9208.0,1571.0,5740.0,2932.0,6461.0,4921.0,2568.0,2259.0,1037.0,3064.0,1906.0,1119.0,1930.0,6703.0,451.0,381.0,645.0,1205.0,1176.0,1545.0,612.0,1322.0,1943.0,1792.0,1652.0,1605.0,2873.0,2024.0,1329.0,2544.0,1357.0,12096.0,2148.0,3608.0,0.0,4164.0,5430.0,5193.0,4133.0,3708.0,2381.0,2829.0,2899.0,2710.0,1035.0,1675.0,1561.0,2851.0,2553.0,3827.0,3113.0,1610.0,1517.0,2666.0,1311.0,2155.0,3416.0,2630.0,2710.0,944.0,835.0
14853.0,8464.0,18282.0,15485.0,29991.0,14403.0,14511.0,21566.0,16902.0,0.0,0.0,25288.0,25608.0,24768.0,29839.0,106331.0,21945.0,4601.0,12439.0,10008.0,20005.0,3726.0,14893.0,6949.0,16912.0,14128.0,5575.0,5532.0,3104.0,9352.0,5249.0,3923.0,5469.0,20387.0,1747.0,914.0,1527.0,2511.0,3142.0,3446.0,1677.0,2773.0,4636.0,4586.0,3429.0,2990.0,5099.0,3613.0,3207.0,5232.0,2928.0,13633.0,3112.0,6536.0,0.0,8506.0,9280.0,10660.0,8342.0,7418.0,5817.0,6348.0,6032.0,6908.0,2052.0,6296.0,3843.0,5960.0,8016.0,11360.0,6036.0,2537.0,2351.0,4732.0,1726.0,2456.0,4559.0,3263.0,4174.0,1725.0,1482.0
